Название,Ссылка,shit,crap,Рейтинг,Смотрящих,Аудитория,Сезонов,Год,dell
The Bachelor Live  ,https://myshows.me/view/48260/,['catalogTableSubHeader'],,"['stars', '_4']",3,0%,1,2016,
The Last Alaskans: No Man's Land  ,https://myshows.me/view/55507/,['catalogTableSubHeader'],,"['stars', '_5']",3,0%,3,2016,
Luna Petunia  ,https://myshows.me/view/56109/,['catalogTableSubHeader'],,"['stars', '_1']",3,0%,3,2016,
The Warfighters  ,https://myshows.me/view/51520/,['catalogTableSubHeader'],,"['stars', '_5']",3,0%,1,2016,
Terry Crews Saves Christmas  ,https://myshows.me/view/51983/,['catalogTableSubHeader'],,"['stars', '_3']",3,0%,1,2016,
El Vato  ,https://myshows.me/view/54216/,['catalogTableSubHeader'],,"['stars', '_1']",3,0%,2,2016,
Ladylike  ,https://myshows.me/view/49629/,['catalogTableSubHeader'],,"['stars', '_0']",3,0%,1,2016,
Bad Guys  ,https://myshows.me/view/52182/,['catalogTableSubHeader'],,"['stars', '_0']",3,0%,1,2016,
Zoolander: Super Model  ,https://myshows.me/view/52007/,['catalogTableSubHeader'],,"['stars', '_1']",3,0%,1,2016,
The Age of Aerospace  ,https://myshows.me/view/49070/,['catalogTableSubHeader'],,"['stars', '_5']",3,0%,2,2016,
Deadliest Catch: Dungeon Cove  ,https://myshows.me/view/51877/,['catalogTableSubHeader'],,"['stars', '_0']",3,0%,1,2016,
Unfortunatly Ashly  ,https://myshows.me/view/65388/,['catalogTableSubHeader'],,"['stars', '_5']",3,0%,2,2016,
Life's a Party with David Burtka  ,https://myshows.me/view/51036/,['catalogTableSubHeader'],,"['stars', '_4']",3,0%,1,2016,
Букабу  Bookaboo,https://myshows.me/view/58222/,['catalogTableSubHeader'],,"['stars', '_3']",3,0%,1,2016,
Africa River Wild  ,https://myshows.me/view/67942/,['catalogTableSubHeader'],,"['stars', '_5']",3,0%,1,2016,
Alaska Mega Machines  ,https://myshows.me/view/51817/,['catalogTableSubHeader'],,"['stars', '_3']",3,0%,1,2016,
Animal ER  ,https://myshows.me/view/51450/,['catalogTableSubHeader'],,"['stars', '_5']",2,0%,2,2016,
Cooks vs. Cons  ,https://myshows.me/view/52448/,['catalogTableSubHeader'],,"['stars', '_2']",2,0%,5,2016,
Original Sin: Sex  ,https://myshows.me/view/50908/,['catalogTableSubHeader'],,"['stars', '_0']",2,0%,1,2016,
Judas Kiss: The Series  ,https://myshows.me/view/50226/,['catalogTableSubHeader'],,"['stars', '_0']",2,0%,2,2016,
Filthy Preppy Teen$  ,https://myshows.me/view/54005/,['catalogTableSubHeader'],,"['stars', '_1']",2,0%,1,2016,
Justin Time GO!  ,https://myshows.me/view/70779/,['catalogTableSubHeader'],,"['stars', '_0']",2,0%,1,2016,
Botched by Nature  ,https://myshows.me/view/53800/,['catalogTableSubHeader'],,"['stars', '_0']",2,0%,1,2016,
Тон: Воспоминания  Tong: Memories,https://myshows.me/view/56044/,['catalogTableSubHeader'],,"['stars', '_3']",2,0%,1,2016,
Путешествие на Эверест  Everest Air,https://myshows.me/view/53763/,['catalogTableSubHeader'],,"['stars', '_3']",2,0%,1,2016,
Swamp People: Blood and Guts  ,https://myshows.me/view/48723/,['catalogTableSubHeader'],,"['stars', '_0']",2,0%,2,2016,
American Lawmen  ,https://myshows.me/view/52259/,['catalogTableSubHeader'],,"['stars', '_0']",2,0%,1,2016,
WWII's Most Daring Raids  ,https://myshows.me/view/51258/,['catalogTableSubHeader'],,"['stars', '_0']",2,0%,1,2016,
Venom Hunters  ,https://myshows.me/view/50454/,['catalogTableSubHeader'],,"['stars', '_4']",2,0%,1,2016,
Вызов  Let's Play Challenge,https://myshows.me/view/67630/,['catalogTableSubHeader'],,"['stars', '_0']",2,0%,1,2016,
Killer Women  ,https://myshows.me/view/50506/,['catalogTableSubHeader'],,"['stars', '_2']",2,0%,1,2016,
Зигмунд и морские монстры  Sigmund and the Sea Monsters,https://myshows.me/view/54530/,['catalogTableSubHeader'],,"['stars', '_0']",2,0%,1,2016,
Dead Set on Life  ,https://myshows.me/view/50025/,['catalogTableSubHeader'],,"['stars', '_5']",2,0%,3,2016,
Alaska Aircrash Investigations  ,https://myshows.me/view/50194/,['catalogTableSubHeader'],,"['stars', '_0']",2,0%,1,2016,
The First 48: Innocence Lost  ,https://myshows.me/view/54609/,['catalogTableSubHeader'],,"['stars', '_5']",2,0%,1,2016,
Eat the World with Emeril Lagasse  ,https://myshows.me/view/59652/,['catalogTableSubHeader'],,"['stars', '_4']",2,0%,1,2016,
Reef Wrecks  ,https://myshows.me/view/67187/,['catalogTableSubHeader'],,"['stars', '_4']",1,0%,1,2016,
Яго  Yago,https://myshows.me/view/54004/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Debate Wars  ,https://myshows.me/view/65187/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
On the Run  ,https://myshows.me/view/66841/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Alaska Flip N Move  ,https://myshows.me/view/52351/,['catalogTableSubHeader'],,"['stars', '_5']",1,0%,1,2016,
Sunset PPL  ,https://myshows.me/view/50798/,['catalogTableSubHeader'],,"['stars', '_1']",1,0%,1,2016,
In the Line of Fire  ,https://myshows.me/view/49445/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
DC Flippers  ,https://myshows.me/view/52507/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Chase Champion  ,https://myshows.me/view/63439/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Major League Legends  ,https://myshows.me/view/52550/,['catalogTableSubHeader'],,"['stars', '_4']",1,0%,1,2016,
Flophouse  ,https://myshows.me/view/49182/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
La Querida del Centauro  ,https://myshows.me/view/69909/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,2,2016,
Payday  ,https://myshows.me/view/51460/,['catalogTableSubHeader'],,"['stars', '_3']",1,0%,1,2016,
Private Sales  ,https://myshows.me/view/57377/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
This Just In  ,https://myshows.me/view/51902/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
D.B. Cooper: Case Closed?  ,https://myshows.me/view/60263/,['catalogTableSubHeader'],,"['stars', '_3']",1,0%,1,2016,
Cold War Armageddon  ,https://myshows.me/view/51168/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
An American Girl Story  ,https://myshows.me/view/62310/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,3,2016,
Jonas Restaurant: Family Style  ,https://myshows.me/view/52458/,['catalogTableSubHeader'],,"['stars', '_5']",1,0%,1,2016,
The Comedy Jam  ,https://myshows.me/view/52100/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Ghost Dimension  ,https://myshows.me/view/53557/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Andrew Zimmern's Driven by Food  ,https://myshows.me/view/52461/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Kids Sweets Showdown  ,https://myshows.me/view/51986/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Making Moves  ,https://myshows.me/view/61290/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Deep Undercover  ,https://myshows.me/view/65190/,['catalogTableSubHeader'],,"['stars', '_4']",1,0%,1,2016,
Forever 31  ,https://myshows.me/view/64408/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
This Isn't Working  ,https://myshows.me/view/50850/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Greatest Party Story Ever  ,https://myshows.me/view/60146/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,2,2016,
The Curious Kitty & Friends  ,https://myshows.me/view/56247/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
The Pirates Next Door  ,https://myshows.me/view/68007/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Extra Virgin Americana  ,https://myshows.me/view/51622/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
The Comedy Show Show  ,https://myshows.me/view/49313/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
My Fighting Season  ,https://myshows.me/view/56116/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Party Girl  ,https://myshows.me/view/51722/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
"I Hate You, I Love You  ",https://myshows.me/view/70841/,['catalogTableSubHeader'],,"['stars', '_4']",1,0%,1,2016,
Terrific Trucks  ,https://myshows.me/view/55118/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Psiconautas  ,https://myshows.me/view/65346/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,2,2016,
Four Ladies  ,https://myshows.me/view/72159/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Дорога к судьбе   Un camino hacia el destino,https://myshows.me/view/52830/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Animal Armory  ,https://myshows.me/view/55376/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Ocean Parks  ,https://myshows.me/view/72806/,['catalogTableSubHeader'],,"['stars', '_4']",1,0%,1,2016,
Street Outlaws: The Great Pumpkin Smash  ,https://myshows.me/view/58238/,['catalogTableSubHeader'],,"['stars', '_0']",1,0%,1,2016,
Paradise Run  ,https://myshows.me/view/66449/,['catalogTableSubHeader'],,"['stars', '_0']",,,3,2016,
The Almost Impossible Game Show  ,https://myshows.me/view/72650/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Legendary Dudas  ,https://myshows.me/view/68027/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Rufus  ,https://myshows.me/view/70381/,['catalogTableSubHeader'],,"['stars', '_0']",,,2,2016,
The Cobblestone Corridor  ,https://myshows.me/view/61988/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
First Impressions  ,https://myshows.me/view/60538/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Meet the Penguins  ,https://myshows.me/view/68293/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Sueño de amor  ,https://myshows.me/view/64000/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
After Hitler  ,https://myshows.me/view/57543/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Nitro World Games: All Access  ,https://myshows.me/view/60403/,['catalogTableSubHeader'],,"['stars', '_0']",,,2,2016,
BEING Bret Bielema  ,https://myshows.me/view/50679/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Guiding Alaska  ,https://myshows.me/view/65662/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Lone Star Restoration  ,https://myshows.me/view/61508/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Big Jay Oakerson's What's Your F@%ing Deal?!  ,https://myshows.me/view/68202/,['catalogTableSubHeader'],,"['stars', '_0']",,,2,2016,
People Like Us  ,https://myshows.me/view/70101/,['catalogTableSubHeader'],,"['stars', '_0']",,,2,2016,
Junketeers  ,https://myshows.me/view/61626/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Sin City Justice  ,https://myshows.me/view/53674/,['catalogTableSubHeader'],,"['stars', '_0']",,,2,2016,
Hotel Todo Incluido  ,https://myshows.me/view/69653/,['catalogTableSubHeader'],,"['stars', '_0']",,,2,2016,
Modern Traveler  ,https://myshows.me/view/65891/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Alaskan Bush People: Bushcraft Chronicles  ,https://myshows.me/view/65656/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Sugar and Sparks  ,https://myshows.me/view/58508/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Africa's Wild Horizons  ,https://myshows.me/view/63405/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
After the Raves  ,https://myshows.me/view/70812/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Forensic Justice  ,https://myshows.me/view/71515/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Sweet Smarts  ,https://myshows.me/view/56115/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Thanksgiving  ,https://myshows.me/view/70771/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Intervention: Codependent  ,https://myshows.me/view/64100/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Smart Guys  ,https://myshows.me/view/66352/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
"Life, After  ",https://myshows.me/view/60706/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Amazing Space  ,https://myshows.me/view/63547/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Building Off the Grid: Big Sky Ranch  ,https://myshows.me/view/62619/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Caketastrophe  ,https://myshows.me/view/65518/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Amur Asia's Amazon  ,https://myshows.me/view/66534/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Australia Doesn't Just Want to Kill You  ,https://myshows.me/view/64823/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Sight Unseen  ,https://myshows.me/view/70924/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Livet etter  ,https://myshows.me/view/60651/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Dagger Kiss  ,https://myshows.me/view/58303/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Andrew Zimmern's Bucket List  ,https://myshows.me/view/59593/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Killer Clergy  ,https://myshows.me/view/69419/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Brothers Take New Orleans  ,https://myshows.me/view/58958/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Tracks  ,https://myshows.me/view/53312/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Triumph  ,https://myshows.me/view/64850/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Cold  ,https://myshows.me/view/69232/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Smoked  ,https://myshows.me/view/56095/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
High Stakes Flippers  ,https://myshows.me/view/67772/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Boy Band  ,https://myshows.me/view/63678/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Driven to Love  ,https://myshows.me/view/58435/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
The Gary Owen Show  ,https://myshows.me/view/64123/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Crime Files: The Homefront  ,https://myshows.me/view/68863/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Animal Empires  ,https://myshows.me/view/65569/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Mountain Gorilla: Mission Critical  ,https://myshows.me/view/53130/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Mr. Student Body President  ,https://myshows.me/view/69239/,['catalogTableSubHeader'],,"['stars', '_0']",,,4,2016,
The Contenders - 16 for '16  ,https://myshows.me/view/63071/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Jalen & Jacoby  ,https://myshows.me/view/60043/,['catalogTableSubHeader'],,"['stars', '_0']",,,2,2016,
You Only Live Once  ,https://myshows.me/view/49658/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Hidden America with Jonah Ray  ,https://myshows.me/view/65915/,['catalogTableSubHeader'],,"['stars', '_0']",,,2,2016,
Million Dollar Listing New York: Ryan's Wedding  ,https://myshows.me/view/66671/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Guardians of the Wild  ,https://myshows.me/view/68927/,['catalogTableSubHeader'],,"['stars', '_0']",,,3,2016,
The Other F Word  ,https://myshows.me/view/60284/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Welcome Back Potter  ,https://myshows.me/view/52079/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Africa's Wild Havens  ,https://myshows.me/view/63406/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
Oasis  ,https://myshows.me/view/72616/,['catalogTableSubHeader'],,"['stars', '_0']",,,1,2016,
11.22.63  ,https://myshows.me/view/44937/,['catalogTableSubHeader'],,"['stars', '_4']",78 069,11.08%,1,2016,
Проповедник  Preacher,https://myshows.me/view/44997/,['catalogTableSubHeader'],,"['stars', '_4']",76 995,10.93%,4,2016,
Холистическое детективное агентство Дирка Джентли  Dirk Gently's Holistic Detective Agency,https://myshows.me/view/49623/,['catalogTableSubHeader'],,"['stars', '_4']",56 091,7.96%,2,2016,
Сумеречные охотники  Shadowhunters: The Mortal Instruments,https://myshows.me/view/43533/,['catalogTableSubHeader'],,"['stars', '_4']",44 112,6.26%,3,2016,
Люк Кейдж  Marvel's Luke Cage,https://myshows.me/view/39602/,['catalogTableSubHeader'],,"['stars', '_4']",32 335,4.59%,2,2016,
Хроники Шаннары  The Shannara Chronicles,https://myshows.me/view/43880/,['catalogTableSubHeader'],,"['stars', '_4']",31 839,4.52%,2,2016,
Однажды ночью  The Night Of,https://myshows.me/view/49283/,['catalogTableSubHeader'],,"['stars', '_4']",23 439,3.33%,1,2016,
ОА  The OA,https://myshows.me/view/51886/,['catalogTableSubHeader'],,"['stars', '_4']",22 563,3.2%,2,2016,
Хорошее место  The Good Place,https://myshows.me/view/49873/,['catalogTableSubHeader'],,"['stars', '_4']",22 315,3.17%,4,2016,
Изоляция  Containment,https://myshows.me/view/43697/,['catalogTableSubHeader'],,"['stars', '_4']",14 439,2.05%,1,2016,
Смертельное оружие  Lethal Weapon,https://myshows.me/view/49875/,['catalogTableSubHeader'],,"['stars', '_4']",13 631,1.93%,3,2016,
Вне времени  Timeless,https://myshows.me/view/49404/,['catalogTableSubHeader'],,"['stars', '_4']",13 617,1.93%,2,2016,
Изгоняющий дьявола  The Exorcist,https://myshows.me/view/49876/,['catalogTableSubHeader'],,"['stars', '_4']",13 221,1.88%,2,2016,
Свидетели  Eyewitness,https://myshows.me/view/50417/,['catalogTableSubHeader'],,"['stars', '_4']",11 964,1.7%,1,2016,
Винил  Vinyl,https://myshows.me/view/44488/,['catalogTableSubHeader'],,"['stars', '_4']",11 348,1.61%,1,2016,
Мертвое лето  Dead of Summer,https://myshows.me/view/48016/,['catalogTableSubHeader'],,"['stars', '_3']",10 038,1.42%,1,2016,
Колония  Colony,https://myshows.me/view/43650/,['catalogTableSubHeader'],,"['stars', '_4']",9 881,1.4%,3,2016,
Нулевой канал  Channel Zero,https://myshows.me/view/45282/,['catalogTableSubHeader'],,"['stars', '_3']",9 359,1.33%,4,2016,
Радиоволна  Frequency,https://myshows.me/view/49887/,['catalogTableSubHeader'],,"['stars', '_4']",8 147,1.16%,1,2016,
Стартап  StartUp,https://myshows.me/view/49152/,['catalogTableSubHeader'],,"['stars', '_4']",8 111,1.15%,3,2016,
Дэмиен  Damien,https://myshows.me/view/43900/,['catalogTableSubHeader'],,"['stars', '_3']",7 759,1.1%,1,2016,
Три процента	  3%,https://myshows.me/view/51180/,['catalogTableSubHeader'],,"['stars', '_4']",7 701,1.09%,4,2016,
Путешественники  Travelers,https://myshows.me/view/50726/,['catalogTableSubHeader'],,"['stars', '_4']",7 427,1.05%,3,2016,
Путь   The Path,https://myshows.me/view/45424/,['catalogTableSubHeader'],,"['stars', '_4']",7 385,1.05%,3,2016,
Вайнона Эрп  Wynonna Earp,https://myshows.me/view/48277/,['catalogTableSubHeader'],,"['stars', '_4']",7 057,1%,4,2016,
Завучи  Vice Principals,https://myshows.me/view/49133/,['catalogTableSubHeader'],,"['stars', '_4']",6 893,0.98%,2,2016,
Доктор Шанс  Chance,https://myshows.me/view/48065/,['catalogTableSubHeader'],,"['stars', '_4']",6 757,0.96%,2,2016,
Любовь  Love,https://myshows.me/view/48114/,['catalogTableSubHeader'],,"['stars', '_4']",6 734,0.96%,3,2016,
Второй шанс  Second Chance,https://myshows.me/view/45168/,['catalogTableSubHeader'],,"['stars', '_4']",6 641,0.94%,1,2016,
Хорас и Пит  Horace and Pete,https://myshows.me/view/48296/,['catalogTableSubHeader'],,"['stars', '_4']",6 308,0.9%,1,2016,
Мистер Робот  Mr. Robot,https://myshows.me/view/42735/,['catalogTableSubHeader'],,"['stars', '_4']",118 865,16.87%,4,2015,
Сорвиголова  Marvel's Daredevil,https://myshows.me/view/38876/,['catalogTableSubHeader'],,"['stars', '_4']",93 169,13.22%,3,2015,
Джессика Джонс  Marvel's Jessica Jones,https://myshows.me/view/39603/,['catalogTableSubHeader'],,"['stars', '_4']",92 876,13.18%,3,2015,
Я – зомби  iZombie,https://myshows.me/view/38478/,['catalogTableSubHeader'],,"['stars', '_4']",74 621,10.59%,5,2015,
Королевы крика  Scream Queens,https://myshows.me/view/43075/,['catalogTableSubHeader'],,"['stars', '_4']",73 058,10.37%,2,2015,
Волшебники  The Magicians,https://myshows.me/view/44983/,['catalogTableSubHeader'],,"['stars', '_4']",57 100,8.1%,5,2015,
Области тьмы  Limitless,https://myshows.me/view/43133/,['catalogTableSubHeader'],,"['stars', '_4']",52 906,7.51%,1,2015,
Восьмое чувство  Sense8,https://myshows.me/view/37915/,['catalogTableSubHeader'],,"['stars', '_4']",48 953,6.95%,2,2015,
Последний человек на Земле  The Last Man on Earth,https://myshows.me/view/39608/,['catalogTableSubHeader'],,"['stars', '_4']",47 566,6.75%,4,2015,
Нарко  Narcos,https://myshows.me/view/43551/,['catalogTableSubHeader'],,"['stars', '_4']",46 645,6.62%,3,2015,
Агент Картер  Marvel's Agent Carter,https://myshows.me/view/37713/,['catalogTableSubHeader'],,"['stars', '_4']",43 769,6.21%,2,2015,
Сосны  Wayward Pines,https://myshows.me/view/34471/,['catalogTableSubHeader'],,"['stars', '_4']",30 333,4.3%,2,2015,
Слепое пятно  Blindspot,https://myshows.me/view/43118/,['catalogTableSubHeader'],,"['stars', '_4']",27 975,3.97%,5,2015,
Эш против Зловещих мертвецов  Ash vs Evil Dead,https://myshows.me/view/39469/,['catalogTableSubHeader'],,"['stars', '_4']",23 991,3.4%,3,2015,
12 обезьян  12 Monkeys,https://myshows.me/view/39146/,['catalogTableSubHeader'],,"['stars', '_4']",23 061,3.27%,4,2015,
Человек в высоком замке  The Man in the High Castle,https://myshows.me/view/41909/,['catalogTableSubHeader'],,"['stars', '_4']",20 922,2.97%,4,2015,
Герои: Возрождение  Heroes Reborn,https://myshows.me/view/36409/,['catalogTableSubHeader'],,"['stars', '_3']",19 539,2.77%,1,2015,
Мы обычные медведи  We Bare Bears,https://myshows.me/view/43797/,['catalogTableSubHeader'],,"['stars', '_4']",17 043,2.42%,4,2015,
База Куантико  Quantico,https://myshows.me/view/43567/,['catalogTableSubHeader'],,"['stars', '_4']",16 987,2.41%,3,2015,
В пустыне смерти  Into the Badlands,https://myshows.me/view/44081/,['catalogTableSubHeader'],,"['stars', '_4']",12 824,1.82%,3,2015,
Шёпот  The Whispers,https://myshows.me/view/38757/,['catalogTableSubHeader'],,"['stars', '_4']",12 478,1.77%,1,2015,
Конец детства  Childhood's End,https://myshows.me/view/43191/,['catalogTableSubHeader'],,"['stars', '_4']",11 144,1.58%,1,2015,
Члены королевской семьи  The Royals,https://myshows.me/view/39787/,['catalogTableSubHeader'],,"['stars', '_4']",10 235,1.45%,4,2015,
Несгибаемая Кимми Шмидт  Unbreakable Kimmy Schmidt,https://myshows.me/view/41718/,['catalogTableSubHeader'],,"['stars', '_4']",10 013,1.42%,4,2015,
Плоть и кости  Flesh and Bone,https://myshows.me/view/42761/,['catalogTableSubHeader'],,"['stars', '_4']",9 555,1.36%,1,2015,
Батл Крик  Battle Creek,https://myshows.me/view/39769/,['catalogTableSubHeader'],,"['stars', '_4']",9 291,1.32%,1,2015,
На грани  The Brink,https://myshows.me/view/38226/,['catalogTableSubHeader'],,"['stars', '_4']",8 863,1.26%,1,2015,
Адам портит всё  Adam Ruins Everything,https://myshows.me/view/44645/,['catalogTableSubHeader'],,"['stars', '_4']",8 302,1.18%,3,2015,
Мужчина ищет женщину   Man Seeking Woman,https://myshows.me/view/39626/,['catalogTableSubHeader'],,"['stars', '_4']",7 874,1.12%,3,2015,
Галавант  Galavant,https://myshows.me/view/39466/,['catalogTableSubHeader'],,"['stars', '_4']",7 753,1.1%,2,2015,
Посланники  The Messengers,https://myshows.me/view/36138/,['catalogTableSubHeader'],,"['stars', '_3']",7 361,1.04%,1,2015,
Сшиватели  Stitchers,https://myshows.me/view/42984/,['catalogTableSubHeader'],,"['stars', '_4']",7 350,1.04%,3,2015,
Футболисты  Ballers,https://myshows.me/view/37739/,['catalogTableSubHeader'],,"['stars', '_4']",7 173,1.02%,5,2015,
Мастер не на все руки  Master of None,https://myshows.me/view/44090/,['catalogTableSubHeader'],,"['stars', '_4']",7 110,1.01%,2,2015,
Приманка  Eye Candy,https://myshows.me/view/38809/,['catalogTableSubHeader'],,"['stars', '_4']",6 910,0.98%,1,2015,
Подлый Пит  Sneaky Pete,https://myshows.me/view/44065/,['catalogTableSubHeader'],,"['stars', '_4']",6 852,0.97%,3,2015,
Нереально  UnREAL,https://myshows.me/view/42515/,['catalogTableSubHeader'],,"['stars', '_4']",6 794,0.96%,4,2015,
Империя  Empire,https://myshows.me/view/37905/,['catalogTableSubHeader'],,"['stars', '_4']",6 171,0.88%,6,2015,
Сверхспособности  Powers,https://myshows.me/view/41967/,['catalogTableSubHeader'],,"['stars', '_3']",5 702,0.81%,2,2015,
Трудности ассимиляции  Fresh Off the Boat,https://myshows.me/view/39834/,['catalogTableSubHeader'],,"['stars', '_4']",5 460,0.77%,6,2015,
Создавая убийцу  Making a Murderer,https://myshows.me/view/45154/,['catalogTableSubHeader'],,"['stars', '_4']",5 357,0.76%,2,2015,
Чокнутая бывшая  Crazy Ex-Girlfriend,https://myshows.me/view/43732/,['catalogTableSubHeader'],,"['stars', '_4']",5 124,0.73%,4,2015,
Реанимация  Code Black,https://myshows.me/view/43534/,['catalogTableSubHeader'],,"['stars', '_4']",4 870,0.69%,3,2015,
Зоо-апокалипсис  Zoo,https://myshows.me/view/42322/,['catalogTableSubHeader'],,"['stars', '_4']",4 504,0.64%,3,2015,
Германия 83/86/89  Deutschland,https://myshows.me/view/43357/,['catalogTableSubHeader'],,"['stars', '_4']",4 442,0.63%,3,2015,
Роузвуд  Rosewood,https://myshows.me/view/43790/,['catalogTableSubHeader'],,"['stars', '_4']",4 388,0.62%,2,2015,
Особое мнение  Minority Report,https://myshows.me/view/43741/,['catalogTableSubHeader'],,"['stars', '_3']",4 102,0.58%,1,2015,
Злой город  Wicked City,https://myshows.me/view/43563/,['catalogTableSubHeader'],,"['stars', '_4']",4 075,0.58%,1,2015,
Патриот  Patriot,https://myshows.me/view/45381/,['catalogTableSubHeader'],,"['stars', '_4']",3 898,0.55%,2,2015,
Родословная  Bloodline,https://myshows.me/view/41715/,['catalogTableSubHeader'],,"['stars', '_4']",3 840,0.54%,3,2015,
Бэкстром  Backstrom,https://myshows.me/view/39599/,['catalogTableSubHeader'],,"['stars', '_4']",3 724,0.53%,1,2015,
Супермаркет  Superstore,https://myshows.me/view/45034/,['catalogTableSubHeader'],,"['stars', '_4']",3 624,0.51%,6,2015,
